path	musuw_change	upstream_change	final_mode	final_blob	resolution	mapped_target_path	evidence
internal/application/service/agent_service_user_env_test.go	-	A	100644	a6fce1afd18625e3adb660c271dde6ea5d0053d3	adopt-upstream-exact		fixed-target upstream-only content is byte-identical
internal/application/service/agent_share.go	-	M	100644	eec993d639f7e6428ffb510a01ca8f1a7f2956eb	adopt-upstream-exact		fixed-target upstream-only content is byte-identical
internal/application/service/agent_share_runtime_test.go	-	M	100644	582428edeef4848fbc944e252547831052d0662f	adopt-upstream-exact		fixed-target upstream-only content is byte-identical
internal/application/service/artifact_collector.go	-	A	100644	00f1adbf693411b7aa37e90f51fb994a37416e3e	adapt-upstream-for-musuw		fixed-target path is present with Musuw product/runtime adaptation
internal/application/service/artifact_collector_store.go	-	A	100644	6617c0508a36a7353a45d94fc124cac89104ee2e	adopt-upstream-exact		fixed-target upstream-only content is byte-identical
internal/application/service/artifact_collector_test.go	-	A	100644	51f52c5608d6525dd1647d58b7f84a09603940f2	adapt-upstream-for-musuw		fixed-target path is present with Musuw product/runtime adaptation
internal/application/service/chat_pipeline/chat_completion_stream.go	M	-	100644	223c8ceefec8bba0f5b1b2dcef64078c2bcb9e26	adapt-musuw-for-target		audited Musuw path retained and adapted at its existing owner for the target contract
internal/application/service/chat_pipeline/chat_completion_stream_test.go	M	-	100644	7fc55903011b591a247016915482aa5a5d9e55df	adapt-musuw-for-target		audited Musuw path retained and adapted at its existing owner for the target contract
internal/application/service/chat_pipeline/chat_pipeline.go	M	-	100644	2c61a1b0bf3a6e9fd0ef60acd7b68d42aec39aab	preserve-musuw-exact		audited local-only content is byte-identical
internal/application/service/chat_pipeline/common.go	M	M	100644	b6835afc6a1a0db0ca1f94df83d901048464ea06	compose-three-way		overlap review composed target capability with Musuw product semantics at the existing owner
internal/application/service/chat_pipeline/data_analysis.go	M	-	100644	08ff36f4da5fe89da152e0a1bf010ceeaa07b6d0	preserve-musuw-exact		audited local-only content is byte-identical
internal/application/service/chat_pipeline/data_analysis_thinking_test.go	A	-	100644	bdd1b7d75e837c9a7d43f0137f53d050cf256ca1	preserve-musuw-exact		audited local-only content is byte-identical
internal/application/service/chat_pipeline/memory_affinity.go	-	A	100644	f78f37d5245b431b02d34f9c39cb546cc5e797a6	adopt-upstream-exact		fixed-target upstream-only content is byte-identical
internal/application/service/chat_pipeline/memory_affinity_test.go	-	A	100644	643b31182aada6e29876c3e9c55d88d8529281f9	adopt-upstream-exact		fixed-target upstream-only content is byte-identical
internal/application/service/chat_pipeline/memory_recall.go	-	A	100644	79bc2107574ec4dcf654797d28497e8c6fff5c30	adopt-upstream-exact		fixed-target upstream-only content is byte-identical
internal/application/service/chat_pipeline/memory_recall_test.go	-	A	100644	e75d57bbebeb217a4298ad3942b3cf91548e1966	adopt-upstream-exact		fixed-target upstream-only content is byte-identical
internal/application/service/chat_pipeline/memory_retrieval_test.go	-	A	100644	f7b0d665f5b574f1078047097fbc676d51fb4c4f	adopt-upstream-exact		fixed-target upstream-only content is byte-identical
internal/application/service/chat_pipeline/merge_parent_resolve_test.go	-	M	100644	5ae6688d79388d631045137924f67b1e83f75fda	adopt-upstream-exact		fixed-target upstream-only content is byte-identical
internal/application/service/chat_pipeline/progress.go	-	M	100644	e5425c8280cc5b3bd18b6c303782df04a5a28096	adopt-upstream-exact		fixed-target upstream-only content is byte-identical
internal/application/service/chat_pipeline/progress_test.go	-	M	100644	23008e7450bb48dd4ae9cf532d0419616b360521	adopt-upstream-exact		fixed-target upstream-only content is byte-identical
internal/application/service/chat_pipeline/query_understand.go	-	M	100644	83e9328fd1856d63d6fb4701ba8b5302dda0fbef	adapt-upstream-for-musuw		fixed-target path is present with Musuw product/runtime adaptation
internal/application/service/chat_pipeline/query_understand_test.go	-	M	100644	4a96a69a3d11d5de8adb49702fc4eb6a645c58a7	adapt-upstream-for-musuw		fixed-target path is present with Musuw product/runtime adaptation
internal/application/service/consumer_model_policy_test.go	A	-	100644	24d4fadd133d3548a7cc6f18596485753debf5e4	preserve-musuw-exact		audited local-only content is byte-identical
internal/application/service/consumer_model_resolver.go	A	-	100644	14cd5df4faae4ab1b1860de557aa7b7891fdff33	preserve-musuw-exact		audited local-only content is byte-identical
internal/application/service/consumer_model_resolver_test.go	A	-	100644	020f8d9cade9c357cfecec54bfc4f955a2b8453b	preserve-musuw-exact		audited local-only content is byte-identical
internal/application/service/consumer_native_policy_test.go	A	-	100644	647f0cc9e69eab6e510ce7361e8fcf764aff9622	preserve-musuw-exact		audited local-only content is byte-identical
internal/application/service/consumer_plan.go	A	-	100644	ead95c915932cd37cd4c94c0bcd1521a9962b9bf	preserve-musuw-exact		audited local-only content is byte-identical
internal/application/service/consumer_plan_enforcement_test.go	A	-	100644	9381eb872e07a6379e98f2d29c1e63fff5b8987d	preserve-musuw-exact		audited local-only content is byte-identical
internal/application/service/consumer_scene_callsite_contract_test.go	A	-	100644	85165237b89693f98f0b3f8593b77afa31bcd046	preserve-musuw-exact		audited local-only content is byte-identical
internal/application/service/consumer_scene_runtime_test.go	A	-	100644	294ee29777d248ee92bada693326c0f6cdb6a614	preserve-musuw-exact		audited local-only content is byte-identical
internal/application/service/custom_agent.go	M	M	100644	b35cd1aea4bc75d30d8805b4201a73aef9a7e856	compose-three-way		overlap review composed target capability with Musuw product semantics at the existing owner
internal/application/service/custom_agent_platform_managed_test.go	A	-	100644	c6bb8cbf3a119939dda14b05fe51e66e8a64d9ae	preserve-musuw-exact		audited local-only content is byte-identical
internal/application/service/datasource_service.go	-	M	100644	48430e213ccf3a0d0a9008526fd47df3374f7119	adapt-upstream-for-musuw		fixed-target path is present with Musuw product/runtime adaptation
internal/application/service/datasource_service_test.go	-	M	100644	f6415771fd57703d053c58457d4386d075315657	adapt-upstream-for-musuw		fixed-target path is present with Musuw product/runtime adaptation
internal/application/service/datasource_stream_test.go	-	M	100644	18ebe23cfde54bddfcd5f085c6f68f45ab31509c	adopt-upstream-exact		fixed-target upstream-only content is byte-identical
internal/application/service/datasource_sweep_wiring_test.go	-	M	100644	e9ce5bc0a8a0e54777264efe96ff00a7c942d08c	adopt-upstream-exact		fixed-target upstream-only content is byte-identical
internal/application/service/embed_webhook.go	M	-	100644	4b12845992700b84585d41e26381161e8eb82b13	preserve-musuw-exact		audited local-only content is byte-identical
internal/application/service/entitlement.go	A	-	100644	71fc757151fc5185f308e672c545511a306a9509	preserve-musuw-exact		audited local-only content is byte-identical
internal/application/service/entitlement_free_allowance_transition_test.go	A	-	100644	2cf1ba94b33a20d2150d50399e74a8b388f81132	preserve-musuw-exact		audited local-only content is byte-identical
internal/application/service/entitlement_test.go	A	-	100644	1ffba39157e1782e8b9aa3698bcfca3f06671948	preserve-musuw-exact		audited local-only content is byte-identical
internal/application/service/extract.go	-	M	100644	3d789d6d2da4d9bb5b2d2a262804c963978e6c39	adopt-upstream-exact		fixed-target upstream-only content is byte-identical
internal/application/service/extract_data_table_summary_test.go	-	A	100644	4c059ef7abdcea978048550e99cc6f52d5dceb7f	adopt-upstream-exact		fixed-target upstream-only content is byte-identical
internal/application/service/file/cos.go	-	M	100644	442584f20657b0d6c0e46c8b67914550fb063818	adopt-upstream-exact		fixed-target upstream-only content is byte-identical
internal/application/service/file/endpoint_security_test.go	-	A	100644	55e6d09ffcea8e9f4d88b1a7c5294c37456d3d3a	adopt-upstream-exact		fixed-target upstream-only content is byte-identical
internal/application/service/file/ks3.go	-	M	100644	07b5528c27f345ef2e56a67767ad95f60227e099	adopt-upstream-exact		fixed-target upstream-only content is byte-identical
internal/application/service/file/minio.go	-	M	100644	7ba432351a309cdef0777136d094388db86ff970	adopt-upstream-exact		fixed-target upstream-only content is byte-identical
internal/application/service/file/obs.go	-	M	100644	451d92db5c6ac29702b9833f72c557b43feab5c5	adopt-upstream-exact		fixed-target upstream-only content is byte-identical
internal/application/service/file/oss.go	-	M	100644	bde515e68c827c38d575f01c497d9fa150b473da	adopt-upstream-exact		fixed-target upstream-only content is byte-identical
internal/application/service/file/oss_test.go	-	M	100644	14af4472121a7544c7d7e95491096de1ca665001	adapt-upstream-for-musuw		fixed-target path is present with Musuw product/runtime adaptation
internal/application/service/file/resource_catalog.go	-	M	100644	34a376d4db87b9e2339d0480b1235999b477925d	adopt-upstream-exact		fixed-target upstream-only content is byte-identical
internal/application/service/file/resource_catalog_test.go	-	M	100644	e9c0a9d8e1a168ad7aef56d31fe0da74e9ea73c6	adopt-upstream-exact		fixed-target upstream-only content is byte-identical
internal/application/service/file/s3.go	-	M	100644	f43bb3b510e42bf0ac7e0e514cdd277b61c718fc	adopt-upstream-exact		fixed-target upstream-only content is byte-identical
internal/application/service/file/s3_test.go	-	M	100644	0291e8b3c514988e05f9b4d553663cd919de668f	adopt-upstream-exact		fixed-target upstream-only content is byte-identical
internal/application/service/file/tos.go	-	M	100644	a260f7f3967eca4e184278d20932af7010608548	adopt-upstream-exact		fixed-target upstream-only content is byte-identical
internal/application/service/image_multimodal.go	M	-	100644	193fca15f8e12fdb9d3411ebb73dac165ebce725	preserve-musuw-exact		audited local-only content is byte-identical
internal/application/service/knowledge.go	M	M	100644	2f9373394d8f87ca9c1cca2cd6035e3ee69f89c6	compose-three-way		overlap review composed target capability with Musuw product semantics at the existing owner
internal/application/service/knowledge_auto_tag.go	-	A	100644	a2459fe8fa5e2b6d94a06bc7b25a85c3cc6db63c	adopt-upstream-exact		fixed-target upstream-only content is byte-identical
internal/application/service/knowledge_auto_tag_test.go	-	A	100644	4a2145295dc41b3e4e4882e65881cdc254a0e31d	adopt-upstream-exact		fixed-target upstream-only content is byte-identical
internal/application/service/knowledge_clone_move.go	M	-	100644	3d532faa86796c5210ea930cda8cd113498fafdd	preserve-musuw-exact		audited local-only content is byte-identical
internal/application/service/knowledge_content_binding_test.go	-	A	100644	14b72ac9cf6fb88d39b431559ebbeb33a758bbb2	adopt-upstream-exact		fixed-target upstream-only content is byte-identical
internal/application/service/knowledge_create.go	M	M	100644	45ad84340aa24d04f34e6760f3d1548a71730199	compose-three-way		overlap review composed target capability with Musuw product semantics at the existing owner
internal/application/service/knowledge_create_test.go	M	-	100644	af1991c50640a8a9c46b1ffd53925a060039c4f1	preserve-musuw-exact		audited local-only content is byte-identical
internal/application/service/knowledge_delete.go	M	M	100644	fc6c35515b8ca39574755ba3c5d24c0991faf487	compose-three-way		overlap review composed target capability with Musuw product semantics at the existing owner
internal/application/service/knowledge_faq_import.go	M	-	100644	75cca6e80dfc1367c07f854da77ccd20f6e5478f	adapt-musuw-for-target		audited Musuw path retained and adapted at its existing owner for the target contract
internal/application/service/knowledge_housekeeping.go	M	M	100644	2083e101ab0fc5a601b6418dc3c5356e189592a9	compose-three-way		overlap review composed target capability with Musuw product semantics at the existing owner
internal/application/service/knowledge_housekeeping_test.go	-	M	100644	7339102d16391c700e7ca1d85ccd3dafb47d8715	adopt-upstream-exact		fixed-target upstream-only content is byte-identical
internal/application/service/knowledge_image_cleanup_test.go	M	-	100644	ee9c449d4a15847904d7d9f05fc310263201cbbe	preserve-musuw-exact		audited local-only content is byte-identical
internal/application/service/knowledge_move_wiki_test.go	-	M	100644	bf18bf01e4c3efceaddf6fe16fd19b9ad2c5938a	adopt-upstream-exact		fixed-target upstream-only content is byte-identical
internal/application/service/knowledge_post_process.go	-	M	100644	f3f28a6b92570b37efd56b5a667d0da76ce5ed28	adopt-upstream-exact		fixed-target upstream-only content is byte-identical
internal/application/service/knowledge_process.go	M	M	100644	bff2b5f8202e0f70780e1b4592ce7a2c78c3e55f	compose-three-way		overlap review composed target capability with Musuw product semantics at the existing owner
internal/application/service/knowledge_process_config.go	M	-	100644	b1b921fb66b74309b6529dbe4021543ee066dd04	adapt-musuw-for-target		audited Musuw path retained and adapted at its existing owner for the target contract
internal/application/service/knowledge_process_config_test.go	M	-	100644	628dc1ab5a1f64a5dc758ddc51a6e9488431cd53	preserve-musuw-exact		audited local-only content is byte-identical
internal/application/service/knowledge_process_embedding_failure_test.go	A	-	100644	0a97e747be72b3ec633d2412a8b92af7567a8e25	preserve-musuw-exact		audited local-only content is byte-identical
internal/application/service/knowledge_process_parent_child_test.go	-	A	100644	070b31c9e5253b9f5a96b1178f6231c3c57f981e	adapt-upstream-for-musuw		fixed-target path is present with Musuw product/runtime adaptation
internal/application/service/knowledge_resource_release_test.go	-	A	100644	db19e6f9ec11ff273601738caa993475a5e0fcbf	adopt-upstream-exact		fixed-target upstream-only content is byte-identical
internal/application/service/knowledge_storage_accounting_contract_test.go	A	-	100644	5bb50068a0dcb0e1698223bdebf29ef4d2aeaac1	preserve-musuw-exact		audited local-only content is byte-identical
internal/application/service/knowledge_storage_failure_test.go	A	-	100644	b681afe0631625f304407f20cf7b3a92fd124c1f	preserve-musuw-exact		audited local-only content is byte-identical
internal/application/service/knowledge_storage_reparse_contract_test.go	A	-	100644	23bdee90f0734fd1d518604d60ea4d8f54270355	preserve-musuw-exact		audited local-only content is byte-identical
internal/application/service/knowledge_tikhub.go	A	-	100644	dd1015aaf1e2226be64d002299212a14dcd7cd5f	preserve-musuw-exact		audited local-only content is byte-identical
internal/application/service/knowledge_tikhub_worker_test.go	A	-	100644	370b9068ad14392b72df9a997e553ccc8759a64e	preserve-musuw-exact		audited local-only content is byte-identical
internal/application/service/knowledge_update_test.go	-	A	100644	b5662a354ece1485cc1151216d52fd7c11e08f27	adopt-upstream-exact		fixed-target upstream-only content is byte-identical
internal/application/service/knowledge_util.go	M	-	100644	044f9ec44715f3a42178e8c51526812149a3e364	adapt-musuw-for-target		audited Musuw path retained and adapted at its existing owner for the target contract
internal/application/service/knowledge_util_filetype_test.go	M	-	100644	31b22afb75a6c4287f3554f5106981412266c4dc	adapt-musuw-for-target		audited Musuw path retained and adapted at its existing owner for the target contract
internal/application/service/knowledge_util_ssrf_test.go	-	M	100644	6a2a4df118ed4a7642029d47ecaeab348b44128d	adopt-upstream-exact		fixed-target upstream-only content is byte-identical
internal/application/service/knowledgebase.go	M	M	100644	7469fe7b67b2c5dd84f1de979dec7b69fabca34c	compose-three-way		overlap review composed target capability with Musuw product semantics at the existing owner
internal/application/service/knowledgebase_consumer_models_test.go	A	-	100644	f235f4a8ec4aca84f8ab7b2801501e98a139ed16	preserve-musuw-exact		audited local-only content is byte-identical
internal/application/service/knowledgebase_lite_policy_test.go	A	-	100644	876f3e3930f866bbc75ac137a7fed49f3a3c5336	adapt-musuw-for-target		audited Musuw path retained and adapted at its existing owner for the target contract
internal/application/service/knowledgebase_platform_catalog_test.go	A	-	100644	2037c22c42e3da85c674b699f6ed990b1102dab4	preserve-musuw-exact		audited local-only content is byte-identical
internal/application/service/knowledgebase_pr3_test.go	M	-	100644	0e204b405a64f2009d0213bf23c05b7c648c2107	adapt-musuw-for-target		audited Musuw path retained and adapted at its existing owner for the target contract
internal/application/service/knowledgebase_search.go	M	M	100644	98d59089214a127c68725f9f66afcae5ad1c79ea	compose-three-way		overlap review composed target capability with Musuw product semantics at the existing owner
internal/application/service/knowledgebase_search_faq.go	-	M	100644	e6f28a6fee196af7e334a045d4dd3040fb36d775	adopt-upstream-exact		fixed-target upstream-only content is byte-identical
internal/application/service/knowledgebase_search_matchcount_test.go	-	A	100644	da8df5f7b4f8c4733918927280b613962f768c81	adopt-upstream-exact		fixed-target upstream-only content is byte-identical
internal/application/service/knowledgebase_strict_delete_test.go	A	-	100644	3b1f1b0c7ae1555e4ad322db52409b9a4d12d846	adapt-musuw-for-target		audited Musuw path retained and adapted at its existing owner for the target contract
internal/application/service/knowledgebase_task_cancel_test.go	M	-	100644	f61e86f3dbe662c9e12c8d02f1243c0b28ba8744	preserve-musuw-exact		audited local-only content is byte-identical
internal/application/service/mcp_service.go	-	M	100644	f273b3353196c6b4e56321279742eb9a90b3cb93	adopt-upstream-exact		fixed-target upstream-only content is byte-identical
internal/application/service/mcp_service_test.go	-	M	100644	7cb65cf517f8c2925c204157a9cc63f17f804db5	adapt-upstream-for-musuw		fixed-target path is present with Musuw product/runtime adaptation
internal/application/service/memory/consolidate.go	-	A	100644	c14a44cc0ccaf85595a6677fe2b0522ab0f733cb	adopt-upstream-exact		fixed-target upstream-only content is byte-identical
internal/application/service/memory/consolidate_test.go	-	A	100644	d55d72388b6cc0cd9034d68a9d8ca7ad1c209e6d	adopt-upstream-exact		fixed-target upstream-only content is byte-identical
internal/application/service/memory/coverage_test.go	-	A	100644	519c511b01a0ba8d6853a7dc7ba8a64b2da606df	adapt-upstream-for-musuw		fixed-target path is present with Musuw product/runtime adaptation
internal/application/service/memory/doc_affinity_manager_test.go	-	A	100644	d82546a00db31df16d7697445c73f8a714cb828d	adapt-upstream-for-musuw		fixed-target path is present with Musuw product/runtime adaptation
internal/application/service/memory/eval_model_test.go	-	A	100644	b0b71da2e924a20ec076ce5e9c2d85a2cacd2e75	adopt-upstream-exact		fixed-target upstream-only content is byte-identical
internal/application/service/memory/eval_test.go	-	A	100644	0f95c9972e9650d4333080cbdd1c961f665d0727	adopt-upstream-exact		fixed-target upstream-only content is byte-identical
internal/application/service/memory/evalset.json	-	A	100644	82bb2117b2dd5da1a3848f8fb62a1c8465b0bf16	adopt-upstream-exact		fixed-target upstream-only content is byte-identical
internal/application/service/memory/extract.go	-	A	100644	da9b2685bd06ace7990db51b341cce288edc4cc3	adopt-upstream-exact		fixed-target upstream-only content is byte-identical
internal/application/service/memory/extract_test.go	-	A	100644	dea2e4d1c0987f432689d4f988511f298dbaa11a	adapt-upstream-for-musuw		fixed-target path is present with Musuw product/runtime adaptation
internal/application/service/memory/lexical.go	-	A	100644	e0d52c32dfb1bcf6e2b3f020884a59068587ebcc	adopt-upstream-exact		fixed-target upstream-only content is byte-identical
internal/application/service/memory/lexical_test.go	-	A	100644	02909d9e9f5d6d0f71d70838926bdf8d90c47ee7	adopt-upstream-exact		fixed-target upstream-only content is byte-identical
internal/application/service/memory/quality_test.go	-	A	100644	1a67ecac49e504afd45492f3f9461ef3f95b5eeb	adopt-upstream-exact		fixed-target upstream-only content is byte-identical
internal/application/service/memory/recall_trace.go	-	A	100644	dd27efd40d0b46512838da3f59f3fa67c6aaf19c	adopt-upstream-exact		fixed-target upstream-only content is byte-identical
internal/application/service/memory/regression_test.go	-	A	100644	e8b5ef988c8f98176eef441086606c372f90877b	adopt-upstream-exact		fixed-target upstream-only content is byte-identical
internal/application/service/memory/retrieval_test.go	-	A	100644	c4d3cb933b9c5aa71a23f594a319402f4c6014d5	adopt-upstream-exact		fixed-target upstream-only content is byte-identical
internal/application/service/memory/scope.go	-	A	100644	3d655d7afca898cf4aa5e83bc5de2d4a58358363	adopt-upstream-exact		fixed-target upstream-only content is byte-identical
internal/application/service/memory/search.go	-	A	100644	309843fe0e5cbdec150c850d04d364f22291a71f	adopt-upstream-exact		fixed-target upstream-only content is byte-identical
internal/application/service/memory/search_test.go	-	A	100644	7aeea3f0a7722532e61cf312e5ecb3df091423c6	adopt-upstream-exact		fixed-target upstream-only content is byte-identical
internal/application/service/memory/service.go	-	A	100644	25e09e2b1d5e7f2fff2665a8d2f48cf9fd5f5901	adapt-upstream-for-musuw		fixed-target path is present with Musuw product/runtime adaptation
internal/application/service/memory/service_test.go	-	A	100644	6dbc8c0089d4c78111aaef88b4448927a47ff321	adapt-upstream-for-musuw		fixed-target path is present with Musuw product/runtime adaptation
internal/application/service/memory/stubs_test.go	-	A	100644	1ed00f1c80b50194330455cc62227c71b3ddf433	adopt-upstream-exact		fixed-target upstream-only content is byte-identical
internal/application/service/memory/topic_eval_test.go	-	A	100644	9a24c6588bb3a361229bc2397a3cf3235bc254c5	adopt-upstream-exact		fixed-target upstream-only content is byte-identical
internal/application/service/memory/topic_evalset.json	-	A	100644	a5a5adcf8c09c051b50224249fe4fa5c87e1fb21	adopt-upstream-exact		fixed-target upstream-only content is byte-identical
internal/application/service/memory/topic_manager_test.go	-	A	100644	ae83d025257d9db40825502efce06c838b0b4d6c	adopt-upstream-exact		fixed-target upstream-only content is byte-identical
internal/application/service/memory/topic_resolve.go	-	A	100644	70750ceb64d078305eebb301717659e54ad5d8ce	adopt-upstream-exact		fixed-target upstream-only content is byte-identical
internal/application/service/memory/topic_resolve_test.go	-	A	100644	d1e1d6ce226ca62bcf2067d5fc74cbc785cb76c9	adopt-upstream-exact		fixed-target upstream-only content is byte-identical
internal/application/service/memory/vector.go	-	A	100644	105dacc905844e874705765524bbf37e58cbd1b2	adopt-upstream-exact		fixed-target upstream-only content is byte-identical
internal/application/service/memory/vector_test.go	-	A	100644	02d5f9b68b4d050347f3c2f6b8a9686adfc4216e	adopt-upstream-exact		fixed-target upstream-only content is byte-identical
internal/application/service/message.go	M	M	100644	ac86ccbf2d88e88acb67222bea3126dda860921d	compose-three-way		overlap review composed target capability with Musuw product semantics at the existing owner
internal/application/service/metric/precision.go	-	M	100644	555264c4deaf770b53ea2f3da9d8ac1dfe4c39fd	adopt-upstream-exact		fixed-target upstream-only content is byte-identical
internal/application/service/model.go	M	M	100644	1b25e941ed2fd9c86a597aa4ee267adc8c487656	compose-three-way		overlap review composed target capability with Musuw product semantics at the existing owner
internal/application/service/model_default_test.go	A	-	100644	005b12dc9518df20c1788bda90cea2548fe55249	preserve-musuw-exact		audited local-only content is byte-identical
internal/application/service/model_delete_test.go	-	M	100644	a41acb3280af6dd18394d6117f146813e02dc646	adopt-upstream-exact		fixed-target upstream-only content is byte-identical
internal/application/service/ocr_sanitizer.go	-	M	100644	dfa5fb6e68a379afbbc64a0a35a346255dcc205d	adopt-upstream-exact		fixed-target upstream-only content is byte-identical
internal/application/service/ocr_sanitizer_test.go	-	M	100644	b6a91c9c07a9ecba1e1c32452ab03a4c1aeecd7e	adopt-upstream-exact		fixed-target upstream-only content is byte-identical
internal/application/service/organization.go	-	M	100644	14a74f7c315a34cd327dbccef5e2146250987f19	adopt-upstream-exact		fixed-target upstream-only content is byte-identical
internal/application/service/parser_url_security.go	-	A	100644	cb2d3db3afee729d9db54e9eb93b6cd103a23e7d	adopt-upstream-exact		fixed-target upstream-only content is byte-identical
internal/application/service/parser_url_security_test.go	-	A	100644	87c1efe8f0cf7a48f960d8ab35ed7debc6c97ee2	adopt-upstream-exact		fixed-target upstream-only content is byte-identical
internal/application/service/resource.go	-	M	100644	f6b257722d418a8dccc81014cf4e2a82a6cf0887	adopt-upstream-exact		fixed-target upstream-only content is byte-identical
internal/application/service/resource_test.go	-	M	100644	1d714625ca725ed724dfeb28398bf40ab7901306	adopt-upstream-exact		fixed-target upstream-only content is byte-identical
internal/application/service/retriever/keywords_vector_hybrid_indexer.go	M	-	100644	00bbf9df0ff98fdc5a38ffc4eaa5f8e990446a82	preserve-musuw-exact		audited local-only content is byte-identical
internal/application/service/retriever/keywords_vector_hybrid_indexer_test.go	M	-	100644	cf24052379634e0498fc4c83046e9622b04aaf13	preserve-musuw-exact		audited local-only content is byte-identical
internal/application/service/retriever/normalizer.go	-	M	100644	00363eb649efc1e6c2d98a48d60ea17b97c78bb0	adopt-upstream-exact		fixed-target upstream-only content is byte-identical
internal/application/service/session.go	M	M	100644	57843989148119500172eaa99f0e1ebb9c95b8ae	compose-three-way		overlap review composed target capability with Musuw product semantics at the existing owner
internal/application/service/session_agent_qa.go	M	M	100644	2259846a53c1c02e03548d00ae6a11b9733cc70a	compose-three-way		overlap review composed target capability with Musuw product semantics at the existing owner
internal/application/service/session_agent_qa_rerank_test.go	A	-	100644	b0031c37c3ac47403d612f8bb5be850b39d48f31	adapt-musuw-for-target		audited Musuw path retained and adapted at its existing owner for the target contract
internal/application/service/session_agent_qa_scope_test.go	-	M	100644	0b3983bd229e127802be0f92e71a188aac3885de	adapt-upstream-for-musuw		fixed-target path is present with Musuw product/runtime adaptation
internal/application/service/session_attachment_staging.go	-	A	100644	2fb1e21c6e64771c89dc4743c6c264d036fa73d6	adopt-upstream-exact		fixed-target upstream-only content is byte-identical
internal/application/service/session_attachment_staging_test.go	-	A	100644	18706b7619c92cd9d4afcc27a608564c330a86c0	adopt-upstream-exact		fixed-target upstream-only content is byte-identical
internal/application/service/session_knowledge_qa.go	M	M	100644	001a6c13bb8c8468be7db6390c4f65ef455b11f0	compose-three-way		overlap review composed target capability with Musuw product semantics at the existing owner
internal/application/service/session_knowledge_qa_test.go	M	M	100644	9a4312598f1bd449f6ddd14426fcbd5571465b4c	compose-three-way		overlap review composed target capability with Musuw product semantics at the existing owner
internal/application/service/session_lite_web_search_policy_test.go	A	-	100644	e429473ce24f8837ee2ff2a66ece35c39db277b8	preserve-musuw-exact		audited local-only content is byte-identical
internal/application/service/session_model_requirement_test.go	M	M	100644	5d87b7fc3d37eb8c4271e25fd661c8cf2a639771	compose-three-way		overlap review composed target capability with Musuw product semantics at the existing owner
internal/application/service/session_qa_helpers.go	M	M	100644	9e43cb31b2d38635cbda3e79cb8fa38a2bb0e24f	compose-three-way		overlap review composed target capability with Musuw product semantics at the existing owner
internal/application/service/session_sandbox_entry_test.go	-	A	100644	6ee1d7944ea46d1ced5b7bf4430102117fda219d	adapt-upstream-for-musuw		fixed-target path is present with Musuw product/runtime adaptation
internal/application/service/session_sandbox_gating_test.go	-	A	100644	86ee210ceb6d617156813d73a73e767986336a6e	adopt-upstream-exact		fixed-target upstream-only content is byte-identical
internal/application/service/session_sandbox_pin.go	-	A	100644	4ea87eabb065afafb60dfb4d208bc6dea94e5b58	adapt-upstream-for-musuw		fixed-target path is present with Musuw product/runtime adaptation
internal/application/service/session_sandbox_pin_test.go	-	A	100644	8b6121e1295e81df4795cbd43e965db2df276b47	adapt-upstream-for-musuw		fixed-target path is present with Musuw product/runtime adaptation
internal/application/service/session_sandbox_turn_test.go	-	A	100644	9fcd72d6ac06bed49c9f1a7e1c8850f1f4bfb11d	adapt-upstream-for-musuw		fixed-target path is present with Musuw product/runtime adaptation
internal/application/service/session_thinking_override_test.go	A	-	100644	adea9bb6e766074b1bfdaa5f1b6815eef9c3bea3	preserve-musuw-exact		audited local-only content is byte-identical
internal/application/service/session_title_test.go	-	A	100644	b1e550b5a2851a9fc53f3682411f6cb6e7869d77	adapt-upstream-for-musuw		fixed-target path is present with Musuw product/runtime adaptation
internal/application/service/session_user_scope_test.go	-	M	100644	04cb2096e4fb6d65a0543c0efabf3326264acda3	adopt-upstream-exact		fixed-target upstream-only content is byte-identical
internal/application/service/slug_fuzzy_test.go	-	M	100644	4ee25469651cfaef80ba91f75173cc9bdfb210f0	adopt-upstream-exact		fixed-target upstream-only content is byte-identical
internal/application/service/social_url.go	A	-	100644	e8ed79f32bfdeac271059c0b8bcf195e4975f09a	preserve-musuw-exact		audited local-only content is byte-identical
internal/application/service/social_url_test.go	A	-	100644	9309e0ed5810557d34abd7d8069e547b00167b89	adapt-musuw-for-target		audited Musuw path retained and adapted at its existing owner for the target contract
internal/application/service/storagebackend.go	-	M	100644	6f1831f46b8bd0ef984387b146954f676cc956a2	adopt-upstream-exact		fixed-target upstream-only content is byte-identical
internal/application/service/storagebackend_test.go	-	M	100644	0e3e91d638b86cf52f42711ebda6f297341d4f8e	adopt-upstream-exact		fixed-target upstream-only content is byte-identical
internal/application/service/system_setting.go	M	M	100644	5a8021fadb351c86e888e5f69daeda06a745c1c4	compose-three-way		overlap review composed target capability with Musuw product semantics at the existing owner
internal/application/service/system_setting_validation_test.go	M	-	100644	ab77f09c21d4c3f07356e612e0687b5129643b61	preserve-musuw-exact		audited local-only content is byte-identical
internal/application/service/temporary_document.go	-	M	100644	12786e6a968556c5b791ca6a6fa46ed728a0d57b	adopt-upstream-exact		fixed-target upstream-only content is byte-identical
internal/application/service/tenant.go	M	-	100644	a1274003a8bcf6503d4655501ed06fe1d60cf91c	preserve-musuw-exact		audited local-only content is byte-identical
